"This dataset is retrieved from Almeida et al. (2017) NHESS. It consists of 10,000 data points (rows) of 28 input variables (columns) of a slope stability model. The variables are model parameters characterising the slope geometry, soil and design storm properties and initial hydrological conditions. The model output is the slope factor of safety (FoS) and according to its value we can distinguish two classes in the dataset (last column): Stable (FoS>1) and Failure (otherwise)                                                                                                                                                                                                                                                                                                                                                            Almeida, S., Holcombe, E., Pianosi, F., & Wagener, T. (2017). Dealing with deep uncertainties in landslide modelling for disaster risk reduction under climate change. Natural Hazards and Earth System Sciences, 17(2), 225-241.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta,H,H0,H1,DWT,theta_s_0,theta_r_0,alpha_0,n_0,theta_s_1,theta_r_1,alpha_1,n_1,theta_s_2,theta_r_2,alpha_2,n_2,c_0,phi_0,K_sat_0,gamma_us_0,c_1,phi_1,K_sat_1,gamma_us_1,psi_init,I,D,Classes
27.076,48.799,2.2361,3.4661,88.404,0.35457,0.20491,14.705,1.5393,0.41401,0.13817,0.81142,1.8212,0.38965,0.10042,5.3758,1.7085,9.5285,26.318,1.03E-05,16.999,23.821,37.844,1.51E-06,18.893,-0.564,0.025217,37,Stable
29.527,48.682,3.3702,4.6031,70.214,0.38661,0.12774,10.731,2.255,0.32857,0.093514,2.9769,1.5287,0.38847,0.12145,3.1963,2.2821,15.199,27.585,2.25E-05,17.93,26.582,34.952,1.79E-06,19.222,-1.0341,0.063368,23,Stable
28.677,48.298,4.1145,4.9463,82.363,0.31707,0.15658,0.95084,1.0283,0.46512,0.1545,2.3482,1.1448,0.46223,0.20333,11.294,2.3579,9.4582,24.988,2.27E-05,16.619,26.381,34.97,1.60E-06,18.792,-1.4429,0.015261,44,Stable
28.044,48.175,4.3008,5.7743,82.389,0.48433,0.21998,4.5911,1.7142,0.28785,0.083325,1.1148,1.103,0.41276,0.1942,4.6759,1.3905,9.2117,22.492,1.35E-05,16.151,25.672,31.391,1.75E-06,19.901,-1.4549,0.083021,65,Failure
27.531,48.684,5.0424,4.4398,77.847,0.41153,0.3117,7.1153,1.4736,0.33869,0.12657,6.0253,1.529,0.47739,0.11743,6.3651,1.0669,8.4533,24.987,1.32E-05,16.672,26.681,39.119,2.26E-06,19.191,-0.96545,0.12692,13,Failure
27.992,48.23,3.811,3.3134,78.909,0.36634,0.33132,3.7943,1.5239,0.42453,0.17958,3.5292,2.9336,0.40476,0.17411,0.62504,1.3328,6.8176,26.882,1.95E-05,17.464,26.643,38.53,1.28E-06,18.399,-0.85164,0.10659,60,Stable
29.965,48.285,5.7523,2.3259,67.879,0.49697,0.22854,36.108,2.1425,0.42373,0.1789,5.1995,2.3942,0.38091,0.11053,1.6598,1.4292,4.2249,21.173,1.06E-05,16.712,22.13,33.747,9.45E-07,18.513,-0.85578,0.10523,47,Failure
28.62,48.076,2.3816,2.0723,63.883,0.37595,0.10536,7.3412,1.9403,0.56073,0.088244,18.141,1.4986,0.33092,0.14871,0.90677,1.3127,3.4742,23.792,2.25E-05,16.79,25.135,33.608,1.78E-06,18.652,-0.69446,0.13607,4,Stable
29.998,48.87,4.7984,3.0737,83.286,0.4322,0.098204,5.6644,1.2233,0.47113,0.16977,26.883,1.9676,0.39796,0.082844,6.776,1.506,7.5296,25.82,2.49E-05,16.035,23.89,35.356,2.33E-06,18.021,-0.91677,0.095286,34,Failure
28.395,48.645,4.4484,5.0338,79.924,0.51085,0.33386,5.8819,1.4197,0.39968,0.1886,2.3814,1.0657,0.36576,0.2384,2.0016,2.4717,4.7068,26.105,1.65E-05,16.862,22.775,26.279,2.60E-06,19.579,-0.57874,0.029276,64,Failure
27.301,48.166,2.7108,5.9529,76.573,0.44545,0.19908,0.19902,1.0129,0.47188,0.18388,2.7363,2.1624,0.24244,0.17179,26.491,1.4128,6.1166,26.752,1.38E-05,17.196,27.97,31.554,1.55E-06,19.948,-1.2964,0.16214,15,Stable
27.534,48.945,3.5687,2.5043,88.066,0.46863,0.13456,18.962,1.3955,0.34905,0.20787,7.9617,1.8243,0.36818,0.15476,0.85406,2.0383,7.8223,25.276,2.73E-05,16.806,25.429,35.338,1.23E-06,19.225,-0.57823,0.04027,2,Stable
27.17,48.954,2.5413,4.4845,61.241,0.46277,0.19466,10.077,1.9387,0.44391,0.29803,2.7728,2.087,0.48374,0.16331,0.66421,2.8657,10.853,25.103,1.28E-05,16.208,22.119,37.131,1.72E-06,18.228,-1.34,0.002208,40,Stable
28.566,48.47,5.3093,3.0921,84.966,0.50842,0.080752,0.91341,1.3473,0.45401,0.21106,17.569,1.5926,0.50328,0.21262,4.0118,1.0631,9.8879,24.528,1.92E-05,16.916,24.906,34.629,1.40E-06,19.598,-0.64335,0.03846,67,Failure
27.527,48.792,2.4147,4.3703,90.671,0.38909,0.21748,1.2998,1.4627,0.22691,0.10832,1.4558,2.3183,0.37789,0.14273,4.5872,2.7862,7.4419,23.524,1.92E-05,16.78,24.266,34.42,1.47E-06,19.721,-1.2469,0.066747,2,Stable
27.627,48.494,2.9017,2.7315,91.942,0.50473,0.1677,8.196,2.8549,0.52084,0.11757,5.4836,1.7225,0.50112,0.12364,4.1323,1.0013,10.343,28.125,8.67E-06,16.013,25.429,32.06,2.11E-06,19.192,-1.4441,0.19352,10,Stable
29.715,48.014,4.1898,5.4974,89.934,0.48799,0.097805,34.95,1.6769,0.40197,0.09736,0.98353,3.0018,0.3823,0.1056,12.636,1.4306,6.0015,24.05,1.76E-05,17.983,25.675,32.058,9.19E-07,19.009,-1.1208,0.085054,62,Failure
28.405,48.438,3.328,5.87,70.125,0.48407,0.18246,1.8271,1.5134,0.35585,0.1082,3.9927,1.6256,0.49568,0.10402,9.8862,2.427,7.0592,22.94,1.90E-05,17.556,26.143,41.184,1.39E-06,18.406,-0.85923,0.0082662,9,Stable
29.736,48.888,3.4823,2.0298,76.011,0.49071,0.14307,2.4506,1.8301,0.3625,0.15583,1.3396,1.6958,0.43433,0.24619,2.2532,1.2847,10.479,25.227,1.76E-05,16.934,24.42,31.927,1.32E-06,18.551,-0.86614,0.091261,69,Stable
27.312,48.913,5.1444,5.5458,84.045,0.34043,0.094537,0.32636,1.1253,0.47162,0.23633,1.5217,2.2983,0.23884,0.14434,1.2195,2.3164,2.2973,26.014,1.52E-05,16.797,25.281,37.824,1.60E-06,18.505,-0.56757,0.1509,50,Failure
29.209,48.469,2.3616,4.9703,73.426,0.38195,0.098905,49.27,1.2217,0.50083,0.23763,1.9277,1.0415,0.30829,0.191,0.45051,1.8799,13.965,20.412,1.15E-05,16.218,26.246,38.43,2.65E-06,19.347,-0.92244,0.11389,9,Stable
28.686,48.824,3.3477,4.2331,77.74,0.38772,0.14324,6.5844,1.6639,0.46378,0.44183,18.98,1.1351,0.44838,0.30125,1.3908,2.8296,8.3632,27.572,8.56E-06,16.868,23.754,29.43,1.22E-06,18.48,-0.51232,0.13231,21,Stable
28.792,48.667,3.3995,3.4107,79.333,0.41669,0.17237,12.51,1.5157,0.39413,0.097006,5.0375,1.2466,0.33691,0.11145,13.15,1.6783,8.9183,25.197,1.81E-05,17.585,26.642,33.736,1.76E-06,19.963,-0.51894,0.090267,46,Stable
27.9,48.348,4.8193,3.4768,88.592,0.39458,0.18461,1.1103,2.3115,0.31425,0.21701,1.0222,1.7977,0.38437,0.076001,5.5705,1.8919,9.0673,24.732,1.57E-05,17.98,23.95,33.314,9.76E-07,18.908,-0.6857,0.16039,14,Stable
27.402,48.124,4.5897,3.5993,83.095,0.27118,0.1178,12.57,1.0467,0.34615,0.1245,3.9653,1.0895,0.50814,0.13219,8.1413,1.5525,4.4053,25.56,1.63E-05,17.009,24.4,36.945,1.83E-06,18.644,-1.2915,0.16492,48,Failure
27.638,48.466,2.5735,5.3206,86.81,0.40978,0.10117,1.5375,1.7848,0.43708,0.12175,4.6613,1.4559,0.4134,0.091534,5.5154,1.2142,1.3567,24.213,1.99E-05,17.014,26.147,32.224,1.48E-06,19.007,-1.4075,0.0087643,20,Stable
27.161,48.185,2.8268,2.735,86.89,0.29358,0.18384,2.9128,1.4497,0.40823,0.091937,0.93566,1.3201,0.34056,0.12808,6.6854,1.7492,8.8207,25.252,1.81E-05,17.695,24.525,36.554,9.36E-07,18.962,-0.68848,0.0033102,36,Stable
28.325,48.042,5.3439,4.296,69.504,0.39859,0.12431,4.4109,1.3366,0.39489,0.081673,18.955,1.8641,0.48926,0.14791,1.5997,1.191,9.0514,23.991,9.58E-06,16.909,23.773,38.44,8.38E-07,18.979,-0.67351,0.064138,6,Stable
27.04,48.446,4.6919,4.9068,87.183,0.33195,0.22345,18.798,1.7295,0.29265,0.15783,1.3709,1.1289,0.48525,0.21199,1.538,2.2058,3.9312,25.971,2.88E-05,16.384,23.846,34.999,2.19E-06,19.393,-1.414,0.12901,32,Failure
27.59,48.97,3.9294,5.5927,86.02,0.39168,0.1506,8.7408,1.9276,0.53007,0.19499,4.5141,2.218,0.46898,0.14159,2.6662,1.5658,3.4556,27.481,1.58E-05,16.772,20.989,38.227,2.16E-06,18.275,-0.94966,0.19133,37,Failure
27.28,48.669,2.4739,3.2973,67.582,0.2981,0.13047,6.4486,1.3095,0.39009,0.31135,3.0902,1.3476,0.47287,0.21249,2.9414,1.0316,3.4702,24.189,2.82E-05,17.033,24.351,38.154,1.80E-06,19.106,-0.51375,0.18894,66,Stable
27.922,48.73,2.6715,4.2403,70.291,0.40015,0.17593,5.8631,1.9284,0.48816,0.16433,2.2436,1.8861,0.51768,0.22046,2.9393,1.2235,12.21,25.389,2.95E-05,16.743,25.872,35.382,1.31E-06,19.753,-1.214,0.014286,39,Stable
28.368,48.11,2.6461,5.6938,63.424,0.44129,0.092062,1.5074,1.599,0.50312,0.19684,4.9834,1.2198,0.37216,0.12251,1.4453,1.2749,5.6253,22.182,1.28E-05,16.268,27.519,39.75,2.12E-06,18.998,-0.81726,0.020681,46,Stable
27.305,48.495,3.4122,3.5134,89.531,0.38668,0.12138,6.2344,2.585,0.26669,0.16299,2.2082,1.471,0.37106,0.11773,0.69576,1.66,6.0179,24.114,7.95E-06,16.697,20.899,42.372,1.50E-06,18.159,-0.66348,0.19546,3,Stable
27.996,48.672,5.3692,2.9487,70.778,0.31672,0.17693,3.0201,2.0229,0.32627,0.216,3.8134,1.6169,0.37681,0.21101,1.3739,2.5959,7.7114,22.951,1.73E-05,17.437,26.117,37.292,2.27E-06,19.646,-1.1612,0.024048,4,Stable
27.892,48.423,5.6504,3.7429,82.333,0.36172,0.097131,7.7861,1.427,0.42277,0.087063,4.1433,1.578,0.2373,0.1916,2.7312,1.7373,4.3567,25.539,1.56E-05,16.199,25.049,35.22,1.61E-06,19.846,-1.2484,0.12027,57,Failure
27.186,48.319,5.0507,3.1996,76.508,0.3955,0.3416,2.5387,1.6525,0.32284,0.12812,2.3894,2.219,0.51907,0.12645,2.3098,2.1074,6.1225,24.98,1.33E-05,16.347,25.158,35.316,1.89E-06,18.682,-1.0949,0.015171,55,Failure
27.895,48.992,2.0908,5.8443,84.347,0.36628,0.09951,10.472,2.1174,0.63174,0.10757,3.7555,1.4203,0.35817,0.19809,1.6926,1.3102,12.1,23.312,1.32E-05,16.17,28.407,33.617,8.95E-07,18.209,-1.2275,0.10789,51,Stable
29.284,48.378,5.5829,3.8339,60.759,0.46745,0.12293,0.80201,1.2686,0.5173,0.06323,1.7641,1.5806,0.36031,0.18981,2.156,1.5754,5.692,27.266,1.60E-05,16.14,25.058,37.352,1.81E-06,19.608,-0.8706,0.12279,21,Failure
28.893,48.568,5.5385,4.8937,81.243,0.3917,0.093234,1.9903,1.6098,0.54894,0.13009,2.28,1.7285,0.5308,0.086484,13.125,1.9967,4.8178,26.584,1.02E-05,17.332,25.207,35.891,1.91E-06,19.194,-1.0457,0.042699,27,Failure
27.27,48.732,5.0712,5.378,84.947,0.4719,0.12077,13.973,2.2202,0.54403,0.17891,3.6908,1.3325,0.41416,0.20867,5.3733,1.76,7.3594,23.648,1.95E-05,16.065,24.272,32.107,1.38E-06,19.445,-1.2516,0.058779,36,Failure
27.243,48.41,2.7104,3.9493,75.154,0.34001,0.16181,9.0458,1.8065,0.47077,0.19846,29.783,1.4714,0.33231,0.078645,1.0563,1.3198,9.3062,24.214,1.41E-05,17.455,26.197,30.761,1.94E-06,19.847,-0.52338,0.067432,10,Stable
29.715,48.972,4.4904,3.8949,86.91,0.47013,0.052505,6.5964,1.1722,0.36755,0.076406,0.46261,2.0115,0.43284,0.18694,12.114,1.361,5.0121,23.629,2.26E-05,17.69,21.814,37.869,1.32E-06,18.241,-0.85741,0.12356,25,Failure
28.601,48.856,3.8833,4.0956,63.105,0.2799,0.11242,8.3517,1.771,0.44798,0.12079,10.498,1.9255,0.39092,0.1576,50.472,1.9668,12.32,26.742,3.39E-05,17.484,25.088,37.524,2.44E-06,19.04,-1.1142,0.056785,25,Stable
28.014,48.834,2.1366,4.6877,70.767,0.41501,0.077318,2.1059,1.266,0.4283,0.088217,5.5317,1.4099,0.42531,0.12077,1.7846,2.3749,7.039,23.625,2.15E-05,17.926,24.874,34.003,9.71E-07,18.504,-0.79257,0.18834,70,Stable
27.882,48.492,2.3648,5.441,81.147,0.43985,0.2322,2.498,1.3723,0.4016,0.21668,0.22014,1.4484,0.39634,0.24044,41.045,1.5324,6.7195,27.836,1.35E-05,16.098,26.268,30.083,1.85E-06,18.427,-0.97294,0.15109,0,Stable
29.239,48.471,2.0099,2.2962,69.048,0.42081,0.15711,1.0887,2.7868,0.48111,0.20397,7.7043,1.9072,0.38643,0.11449,3.0586,2.5851,10.303,25.386,8.85E-06,16.775,23.049,36.538,2.72E-06,18.38,-1.4287,0.014044,63,Stable
27.031,48.145,5.2911,3.9206,72.599,0.39058,0.14719,8.0853,1.21,0.31183,0.19707,18.567,1.1351,0.45232,0.16107,3.7668,2.2014,5.2608,25.614,1.51E-05,16.577,26.142,36.718,1.51E-06,18.772,-0.60577,0.033319,63,Failure
27.145,48.1,4.4536,5.0542,62.87,0.33115,0.12256,1.2165,1.1102,0.38946,0.10528,3.5923,1.2106,0.49223,0.14487,3.6199,1.4262,0.12635,24.885,3.38E-05,17.869,24.289,34.619,1.33E-06,19.453,-0.86272,0.11622,57,Failure
29.004,48.303,3.7232,3.8143,62.732,0.39924,0.095317,2.593,1.8711,0.41936,0.15727,3.3607,1.2026,0.45491,0.10996,1.5754,1.6153,5.4504,26.017,2.91E-05,17.911,27.518,38.616,1.63E-06,19.957,-0.80399,0.071592,38,Failure
28.578,48.078,2.1047,4.8902,64.446,0.44657,0.10293,1.8154,1.9054,0.45788,0.11297,2.3899,1.9799,0.40193,0.11735,8.462,1.802,9.2416,23.813,1.17E-05,16.966,25.504,36.333,2.80E-06,19.623,-1.4981,0.022428,10,Stable
29.122,48.363,3.7113,2.9879,70.798,0.3921,0.116,2.5304,1.7533,0.47122,0.21899,9.0612,1.1935,0.49596,0.16197,6.6321,2.1633,12.893,23.694,2.01E-05,16.356,25.677,41.647,1.29E-06,18.736,-0.82529,0.105,52,Stable
27.864,48.096,4.7568,5.3518,69.328,0.40189,0.068552,3.0133,1.331,0.45025,0.19132,0.60595,2.044,0.34578,0.11967,2.2312,1.4848,10.196,24.314,1.32E-05,17.709,25.318,32.83,1.20E-06,18.409,-1.1133,0.094588,67,Failure
28.19,48.954,2.5718,2.2613,93.203,0.48352,0.13994,16.661,2.4344,0.42782,0.097287,0.77298,1.9916,0.49516,0.15127,6.4612,2.7266,3.9095,26.88,1.41E-05,16.327,22.535,30.346,1.02E-06,18.972,-1.4812,0.12491,26,Failure
27.185,48.905,5.2476,4.2951,76.281,0.40156,0.20615,3.8071,1.6802,0.45453,0.090374,8.683,1.3183,0.45619,0.12694,6.2705,1.2109,7.6458,24.018,1.21E-05,16.883,23.853,39.145,1.70E-06,18.681,-1.4508,0.163,7,Stable
29.341,48.728,5.7624,3.7405,83.714,0.38131,0.24246,1.314,1.8285,0.47292,0.15797,1.6113,1.0923,0.46823,0.17252,1.1805,1.0074,10.563,24.701,2.61E-05,16.22,23.506,28.885,8.72E-07,19.872,-0.60139,0.16796,21,Failure
28.013,48.656,2.0549,2.263,82.569,0.34779,0.080217,3.3284,2.3586,0.39003,0.1367,0.51678,2.3177,0.37699,0.29797,7.5353,1.1703,5.7261,26.682,2.27E-05,17.625,23.127,40.031,1.47E-06,18.625,-1.0427,0.087539,14,Stable
27.314,48.708,3.289,4.44,64.506,0.36589,0.092572,2.8361,1.4025,0.60025,0.34664,1.5663,1.0207,0.44,0.2036,12.421,2.0713,6.4945,28.519,2.32E-05,17.125,24.247,33.965,8.83E-07,18.312,-1.3481,0.13042,65,Stable
27.384,48.187,5.4851,4.3978,60.599,0.51982,0.12743,8.8875,1.6821,0.47635,0.073744,0.48034,1.7935,0.42709,0.10644,2.0862,1.3629,10.252,23.064,1.13E-05,17.01,26.16,37.721,1.12E-06,19.529,-0.89434,0.066655,25,Stable
28.649,48.894,2.5834,4.8635,94.577,0.4902,0.11938,10.188,1.2636,0.47916,0.12336,10.219,1.1397,0.45495,0.15248,3.4636,2.0359,11.075,25.931,2.55E-05,16.714,21.912,30.36,2.90E-06,19.141,-0.64191,0.040015,23,Stable
29.671,48.323,4.3541,3.2888,62.406,0.47354,0.11278,8.8929,1.1188,0.39428,0.13009,1.9797,1.2577,0.39566,0.04134,2.5723,1.9858,4.5134,24.327,4.90E-05,16.784,28.035,37.253,1.16E-06,19.628,-1.0217,0.16333,5,Failure
29.397,48.853,4.6162,2.9022,83.39,0.36478,0.097125,6.6758,1.0217,0.42635,0.15729,13.145,1.5186,0.371,0.11829,8.7532,1.1358,14.541,25.734,2.03E-05,17.666,25.355,41.218,1.73E-06,19.316,-0.79323,0.10263,6,Stable
29.203,48.122,2.6635,5.6772,75.297,0.48955,0.15434,3.59,1.275,0.4336,0.15685,8.9543,1.8872,0.23279,0.10889,6.3356,2.1991,7.909,28.052,8.93E-06,16.892,25.431,36.825,1.26E-06,19.942,-0.62216,0.07743,60,Stable
27.219,48.473,5.876,3.9619,90.12,0.41228,0.19919,0.75547,1.4223,0.39451,0.089522,1.9967,1.2583,0.41783,0.2533,2.3608,1.8411,3.5054,22.784,1.00E-05,16.154,26.298,36.836,1.25E-06,19.735,-0.97389,0.084,43,Failure
27.266,48.303,5.3875,3.0408,78.851,0.42374,0.16252,9.9312,1.8484,0.40209,0.2135,21.84,1.4612,0.39738,0.17281,1.0402,2.3932,6.2594,24.395,1.66E-05,17.9,25.548,37.285,1.61E-06,19.776,-1.3347,0.15655,47,Failure
29.395,48.602,4.1273,4.9046,71.916,0.57443,0.08696,8.8111,1.1677,0.51137,0.17535,2.1343,1.1136,0.38447,0.17247,3.7989,2.2328,10.084,25.721,2.11E-05,17.77,26.795,33.124,1.10E-06,19.903,-1.3818,0.16303,33,Stable
29.051,48.696,3.8779,5.9552,70.17,0.49502,0.10919,2.3286,1.1177,0.43612,0.22087,8.1246,1.6892,0.44556,0.14343,1.72,1.9377,8.7718,26.762,1.11E-05,16.564,23.741,33.525,2.23E-06,19.466,-0.53547,0.055854,51,Failure
27.396,48.296,5.0123,4.3977,77.537,0.44332,0.13844,1.101,1.763,0.38372,0.11169,1.2989,1.6154,0.37589,0.094899,1.52,1.9597,10.088,23.004,1.91E-05,17.935,28.626,37.706,1.98E-06,18.963,-1.287,0.12908,4,Stable
27.331,48.323,5.5955,2.6158,74.078,0.46749,0.18371,4.5418,1.4714,0.33283,0.13331,7.6073,1.6361,0.41969,0.14597,0.53335,1.3821,2.0628,25.013,1.07E-05,16.628,25.761,41.132,1.10E-06,18.282,-1.3013,0.12788,3,Stable
28.961,48.973,2.9068,2.1278,74.031,0.34632,0.1071,1.3943,1.5515,0.36758,0.11398,0.88255,1.3358,0.46823,0.066317,11.816,1.4746,1.3684,26.104,1.76E-05,17.074,27.944,35.7,2.14E-06,19.415,-1.246,0.10778,33,Failure
29.247,48.428,5.3766,2.9144,92.779,0.46301,0.08016,5.4308,2.0665,0.3693,0.073085,7.4937,2.7225,0.32691,0.14707,1.8493,1.5639,8.4125,23.763,2.23E-05,16.591,25.405,37.107,1.77E-06,19.069,-1.4635,0.096349,14,Failure
27.704,48.397,3.6129,2.7776,78.911,0.55769,0.10383,0.13364,2.2435,0.54191,0.18623,5.4653,3.84,0.36072,0.26752,6.3083,1.3075,5.2776,24.932,2.89E-05,17.154,25.437,40.923,1.76E-06,18.964,-0.98782,0.16563,4,Stable
27.259,48.391,5.2431,3.2578,60.845,0.33929,0.1701,4.2153,1.8377,0.52806,0.22879,2.1273,1.0805,0.54881,0.12628,6.452,1.4765,0.70724,24.81,1.59E-05,17.772,25.115,30.572,1.64E-06,19.313,-1.4573,0.047,56,Failure
29.055,48.04,5.9228,3.6662,64.463,0.37588,0.16828,0.56233,1.8158,0.46963,0.11482,6.0695,1.7997,0.35816,0.1854,9.8192,1.4435,13.339,26.864,1.83E-05,17.73,25.433,35.659,2.12E-06,19.797,-1.3824,0.12409,62,Stable
28.794,48.346,4.717,3.3234,71.478,0.46089,0.15216,2.9321,2.7265,0.51855,0.084333,18.532,1.3471,0.41079,0.12722,9.591,3.0806,8.3282,22.894,1.47E-05,16.46,24.56,30.299,2.97E-06,18.52,-1.4207,0.034152,8,Stable
28.103,48.822,3.9016,4.2076,87.327,0.40511,0.14542,4.657,1.6524,0.42283,0.098385,0.57081,1.5377,0.29899,0.15645,1.3803,2.0526,6.2619,26.435,9.67E-06,17.043,25.662,38.451,1.45E-06,18.315,-0.80197,0.0030228,6,Stable
27.618,48.328,2.2799,3.1281,87.775,0.39765,0.10578,3.9282,1.6537,0.29108,0.18454,30.552,1.0827,0.37754,0.15775,0.2996,1.3197,4.1083,24.204,1.46E-05,16.205,24.347,33.423,1.56E-06,18.575,-1.2982,0.18596,24,Stable
27.617,48.072,5.5976,3.3479,62.632,0.43678,0.085889,1.0018,2.4717,0.45529,0.13401,7.256,1.3633,0.43,0.20189,9.4619,1.5107,9.3269,27.019,1.35E-05,17.153,22.316,31.904,1.35E-06,19.421,-1.2809,0.082794,36,Failure
28.165,48.679,5.1229,3.1067,68.388,0.40762,0.068809,0.75317,1.5184,0.47551,0.15074,6.2202,1.4416,0.54758,0.07288,3.3575,2.188,5.3541,27.51,1.67E-05,16.788,25.544,34.03,1.96E-06,19.666,-0.75774,0.15636,12,Failure
28.655,48.359,4.3205,2.2754,74.306,0.41567,0.095409,29.907,1.2199,0.34473,0.17462,2.3262,1.5807,0.4432,0.10239,0.60868,2.0682,7.836,24.331,1.62E-05,17.196,25.274,36.82,1.22E-06,19.673,-0.731,0.17247,17,Failure
28.926,48.05,5.9673,2.427,84.945,0.4989,0.1698,4.2652,1.3257,0.46808,0.18867,16.023,2.052,0.46688,0.13834,2.1152,1.0262,7.6855,22.335,1.38E-05,16.121,27.369,33.768,2.61E-06,19.722,-1.1698,0.14766,61,Failure
28.453,48.814,2.6068,5.3617,81.205,0.48971,0.094452,11.438,2.3416,0.38864,0.11691,2.7306,1.0006,0.50432,0.13693,2.7069,1.1747,9.318,26.777,1.23E-05,17.209,25.702,32.195,1.10E-06,19.092,-1.4838,0.060548,3,Stable
27.456,48.887,3.2949,4.2885,73.882,0.35311,0.21149,2.4563,1.0907,0.4042,0.11103,1.2345,1.7929,0.42384,0.18842,0.28934,1.3688,6.5273,25.285,2.50E-05,17.364,27.658,38.179,2.85E-06,19.77,-1.3921,0.17797,4,Stable
29.346,48.012,2.4734,4.7325,94.693,0.45799,0.1076,3.2232,1.5815,0.48078,0.11177,27.3,2.967,0.41771,0.22742,0.93664,1.9478,12.54,24.636,2.32E-05,16.156,23.231,31.646,1.27E-06,19.263,-0.65595,0.14041,68,Stable
27.882,48.053,4.3154,2.2456,76.541,0.42556,0.16498,2.1951,1.4289,0.34584,0.12921,1.4865,1.0228,0.32755,0.13556,10.937,1.1355,11.72,23.502,8.27E-06,17.16,24.475,38.764,1.35E-06,18.299,-1.1234,0.15041,18,Stable
27.712,48.352,3.8855,5.393,71.529,0.46344,0.2625,4.3496,1.103,0.36138,0.12908,2.3525,1.9488,0.29138,0.094713,3.3822,1.5138,11.231,22.088,2.06E-05,17.597,25.218,33.364,1.43E-06,18.57,-0.57905,0.15141,14,Stable
28.593,48.374,5.5754,4.1139,68.136,0.32808,0.14632,3.5926,2.0599,0.41506,0.17621,3.3523,1.3845,0.47013,0.13116,2.7553,1.0253,9.5838,24.752,1.94E-05,16.387,29.359,35.124,1.40E-06,18.642,-1.0145,0.13666,49,Failure
27.274,48.7,2.6246,3.1416,72.743,0.53336,0.25571,8.9219,1.6234,0.35833,0.14415,17.952,2.0814,0.54675,0.15592,1.4756,1.0603,7.0659,24.82,8.58E-06,17.505,25.729,34.387,2.74E-06,19.617,-0.95933,0.072679,67,Stable
28.216,48.441,2.309,4.8516,69.617,0.38869,0.11294,1.0078,1.4607,0.39878,0.23968,74.956,1.5169,0.46367,0.18885,2.3574,1.2708,2.1048,27.104,2.39E-05,16.018,22.189,35.518,1.72E-06,19.79,-1.4337,0.17019,37,Failure
27.315,48.879,3.3197,2.3437,83.304,0.42864,0.098042,9.6844,1.2716,0.44946,0.18013,2.9755,2.0819,0.33758,0.16767,6.0884,1.2612,13.311,22.584,1.43E-05,16.603,23.534,35.93,2.59E-06,18.314,-1.4155,0.037129,18,Stable
29.353,48.106,2.8469,2.6297,65.083,0.2409,0.23785,2.1637,1.1777,0.36611,0.19156,1.9927,1.7696,0.53442,0.14532,0.94135,1.6442,8.1996,24.807,8.28E-06,16.298,23.247,33.811,1.67E-06,18.132,-0.58685,0.096161,2,Stable
28.811,48.61,5.9315,2.0011,81.368,0.50722,0.090048,7.8739,1.7427,0.54957,0.23321,2.3994,1.1023,0.42301,0.13793,1.7207,1.1515,10.936,24.979,3.53E-05,16.22,25.547,32.906,1.91E-06,19.491,-1.3936,0.14604,43,Failure
29.893,48.596,2.8602,4.8208,83.91,0.44711,0.086968,26.466,1.7705,0.60729,0.12635,1.2554,1.7817,0.30268,0.1733,0.48127,1.0263,14.485,27.571,1.10E-05,16.567,26.622,35.412,1.19E-06,18.265,-1.4603,0.10676,72,Stable
28.297,48.535,3.5965,3.5275,75.753,0.52309,0.10001,27.38,1.8189,0.35888,0.075475,7.6352,1.5045,0.43372,0.27786,5.7627,1.4918,10.571,23.905,1.33E-05,17.728,26.106,32.573,1.16E-06,19.348,-0.75225,0.12778,16,Stable
29.274,48.759,3.7874,2.1629,94.665,0.32359,0.10244,2.3405,1.1973,0.44724,0.15511,0.45585,2.0561,0.40975,0.20698,3.4302,1.8645,11.642,23.358,1.39E-05,17.24,27.811,39.48,2.15E-06,19.618,-0.62927,0.16018,42,Stable
28.298,48.306,4.9604,4.7482,74.196,0.45743,0.19133,10.864,2.1189,0.41452,0.086321,15.554,1.8366,0.46544,0.18198,2.9087,2.2352,7.298,22.988,1.40E-05,16.399,23.932,34.508,1.16E-06,18.716,-1.3088,0.017045,25,Stable
27.329,48.519,4.0469,4.0242,94.314,0.32548,0.17481,4.0312,1.323,0.42996,0.12743,2.434,4.6788,0.41313,0.082115,1.4333,1.8921,7.2613,26.202,2.25E-05,16.762,27.642,33.341,1.44E-06,19.462,-0.54363,0.15074,45,Stable
29.307,48.324,3.3896,3.2839,62.494,0.3937,0.10704,0.18827,1.5893,0.38046,0.12868,1.3611,1.5481,0.43856,0.30431,19.982,1.7838,8.6935,26.329,2.38E-05,17.199,22.866,35.531,2.55E-06,18.463,-1.3377,0.12773,35,Stable
27.112,48.109,4.5578,3.411,76.346,0.51814,0.18381,0.46425,3.2397,0.3455,0.16702,1.4138,1.8093,0.40947,0.12915,2.3754,1.8108,14.089,24.72,2.18E-05,16.741,22.443,37.556,1.92E-06,18.04,-0.67353,0.11444,8,Stable
